-10,0.104055891324048,0.082987175243234
-9,0.123749129798338,0.0956580077518585
-8,0.14529537129743,0.108047698278861
-7,0.169753983153409,0.121234187911802
-6,0.197129488371629,0.135390068317383
-5,0.224568435600061,0.147493847878134
-4,0.256670515026602,0.161421643266596
-3,0.291253768528533,0.176029327962395
-2,0.327541182285629,0.189555493376327
-1,0.367759481140199,0.205190569594253
0,0.409871718842306,0.220373301524771
1,0.45365183160109,0.236909076315
2,0.499130909629673,0.256423325699184
3,0.545158490595067,0.276445331691704
4,0.595411835444959,0.30356578561239
5,0.64527538104186,0.341186292192261
6,0.698507527450708,0.389556890804671
7,0.751187809541162,0.453268630988704
8,0.800872725866096,0.52619276761123
9,0.848497856568324,0.610540306611474
10,0.893067580294188,0.706495629036027
11,0.930435265781862,0.800148917757063
12,0.95952760688062,0.881634507226326
13,0.980026978691043,0.941226346510067
14,0.99199220535409,0.977221893084479
15,0.99733456983073,0.992819990890846
16,0.99931968196513,0.998176089455716
17,0.999880630800827,0.999672003032051
18,0.999981898534092,0.99988569813667
19,1.0000192678235,0.999995468680116
20,1.00001252080318,0.999970813043992
